left2010,left2019,left2015,vote2010,vote2015,vote2019,male,age,education,unemployed,ideology,iv_immigration,iv_economy,imm_issue,eco_issue,right2010,right2015,right2019
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,2,1,0,0,0,0,0,NA
1,1,1,Liberal Democrat,Liberal Democrat,Liberal Democrat,1,64,5,0,5,1,0.75,0,0,0,0,0
0,0,0,Conservative,Conservative,Conservative,0,72,5,0,6,0.75,0.75,0,1,1,1,1
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,6,0.75,0.5,NA,0,1,1,NA
1,1,1,Green Party,Green Party,Labour,0,66,5,0,2,0.5,1,0,0,0,0,0
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,6,0.5,0.75,0,0,1,1,NA
1,1,1,Liberal Democrat,Labour,Labour,1,33,1,0,1,0.5,1,0,0,0,0,0
1,NA,1,Liberal Democrat,Labour,NA,0,NA,NA,NA,2,0.75,1,0,0,0,0,NA
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,9,0.75,0.5,0,0,1,1,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,2,1,0.75,0,1,0,0,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,9,1,0,1,0,1,1,NA
1,1,1,Liberal Democrat,Labour,Labour,1,NA,NA,NA,3,0.5,0.75,0,1,0,0,0
1,1,1,Labour,Labour,Labour,0,54,2,0,NA,1,0.75,1,0,0,0,0
0,0,NA,Conservative,NA,Conservative,1,71,5,0,7,1,0.25,0,1,1,NA,1
1,1,1,Liberal Democrat,Liberal Democrat,Liberal Democrat,0,63,5,0,5,0.75,0.5,0,0,0,0,0
1,NA,1,Liberal Democrat,Labour,NA,0,NA,NA,NA,3,0.5,0.75,0,0,0,0,NA
0,0,0,Conservative,Conservative,Conservative,1,75,5,0,7,0.75,0.25,0,1,1,1,1
1,NA,1,Labour,Green Party,NA,1,NA,NA,NA,2,0.5,1,0,1,0,0,NA
0,0,0,Conservative,Conservative,Conservative,0,75,5,0,4,1,0.5,0,1,1,1,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,8,0.75,0.5,0,1,1,1,NA
0,0,0,Conservative,Conservative,Conservative,1,71,2,0,6,1,0.5,1,0,1,1,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,8,1,0.25,0,1,1,1,NA
1,1,1,Labour,Labour,Labour,0,61,5,0,0,0.75,1,0,1,0,0,0
0,0,0,United Kingdom Independence Party (UKIP),Conservative,Conservative,1,50,4,0,5,1,1,1,0,1,1,1
NA,0,NA,NA,NA,Conservative,0,NA,NA,NA,NA,1,1,1,0,NA,NA,1
NA,0,NA,NA,NA,Conservative,0,72,2,0,8,1,0.5,1,0,NA,NA,1
1,1,NA,Liberal Democrat,NA,Liberal Democrat,0,69,2,0,NA,1,NA,0,1,0,NA,0
1,NA,0,Liberal Democrat,United Kingdom Independence Party (UKIP),NA,1,75,5,0,7,1,1,0,0,0,1,NA
1,1,1,Liberal Democrat,Labour,Liberal Democrat,1,80,3,0,3,0.5,0.75,0,0,0,0,0
1,1,0,Labour,Conservative,Labour,1,39,4,0,NA,1,1,0,1,0,1,0
NA,0,0,NA,United Kingdom Independence Party (UKIP),Conservative,1,62,2,0,6,0.75,0.5,0,0,NA,1,1
1,1,1,Liberal Democrat,Liberal Democrat,Liberal Democrat,1,NA,NA,NA,5,1,0.5,0,1,0,0,0
1,0,0,Liberal Democrat,Conservative,Conservative,0,NA,NA,NA,4,0.75,NA,0,1,0,1,1
NA,1,1,NA,Liberal Democrat,Liberal Democrat,0,NA,NA,NA,7,0.5,0.5,NA,0,NA,0,0
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,7,0.75,NA,0,1,1,1,NA
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,5,0.5,1,1,0,1,1,NA
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,5,1,0.5,0,0,1,1,NA
1,1,1,Labour,Labour,Green,0,48,5,0,NA,1,0.75,0,0,0,0,0
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,6,0.75,0,0,1,1,1,1
1,NA,1,Liberal Democrat,Liberal Democrat,NA,0,68,3,0,5,1,0.75,1,0,0,0,NA
1,0,1,Labour,Labour,Conservative,1,78,1,0,4,1,1,0,0,0,0,1
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,2,0.5,0.75,0,1,0,0,NA
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,8,0.75,0.5,0,0,1,1,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,NA,0.75,NA,NA,0,1,1,NA
1,1,1,Liberal Democrat,Green Party,Labour,0,NA,NA,NA,2,0.75,0.75,0,0,0,0,0
NA,NA,0,NA,United Kingdom Independence Party (UKIP),NA,0,48,2,0,5,1,0.75,1,0,NA,1,NA
0,0,0,Conservative,Conservative,Conservative,1,70,3,0,5,1,1,1,0,1,1,1
0,NA,NA,Conservative,NA,NA,1,53,2,0,NA,1,1,NA,0,1,NA,NA
0,0,0,Conservative,Conservative,Conservative,1,83,2,0,7,1,0.5,1,0,1,1,1
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,NA,1,0.75,1,0,0,0,NA
1,NA,NA,Liberal Democrat,NA,NA,1,NA,NA,NA,5,0.25,0.75,0,1,0,NA,NA
0,1,NA,Conservative,NA,Liberal Democrat,1,NA,NA,NA,7,0.75,0.5,0,1,1,NA,0
NA,1,1,NA,Labour,Liberal Democrat,0,70,5,0,5,0.5,0.75,0,0,NA,0,0
1,NA,NA,Labour,NA,NA,0,NA,NA,NA,3,0.75,0.75,1,0,0,NA,NA
1,NA,1,Liberal Democrat,Labour,NA,0,NA,NA,NA,3,0.5,0.75,0,0,0,0,NA
0,NA,NA,Conservative,NA,NA,1,NA,NA,NA,5,0.5,0.5,0,1,1,NA,NA
1,NA,NA,Liberal Democrat,NA,NA,0,NA,NA,NA,3,0.75,0.75,0,1,0,NA,NA
1,1,1,Labour,Labour,Green,1,57,3,0,2,1,1,1,0,0,0,0
0,NA,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,7,1,0.25,1,0,1,1,NA
NA,0,NA,NA,NA,Conservative,0,68,2,0,NA,1,NA,0,0,NA,NA,1
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,8,0.5,0.5,0,1,1,1,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,6,1,0.75,1,0,1,1,NA
1,NA,1,Liberal Democrat,Labour,NA,1,NA,NA,NA,2,0.5,1,0,0,0,0,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,NA,0.75,0.75,0,1,0,0,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,8,0.75,0.5,0,1,1,1,NA
1,0,0,Liberal Democrat,United Kingdom Independence Party (UKIP),Conservative,1,NA,NA,NA,8,1,0.25,1,0,0,1,1
1,1,1,Liberal Democrat,Liberal Democrat,Labour,1,NA,NA,NA,6,0.75,0.25,0,1,0,0,0
1,1,1,Labour,Labour,Labour,1,47,4,0,3,0.75,1,0,1,0,0,0
0,1,1,United Kingdom Independence Party (UKIP),Green Party,Green,0,52,2,0,6,0.25,0.75,0,1,1,0,0
0,0,0,Conservative,Conservative,Conservative,0,56,4,0,8,0.5,0.5,0,0,1,1,1
1,1,1,Labour,Labour,Labour,1,NA,NA,NA,4,0.5,0.5,NA,0,0,0,0
0,0,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),Conservative,0,62,3,1,7,0,0.5,0,0,1,1,1
1,NA,NA,Labour,NA,NA,0,48,2,0,NA,1,1,1,0,0,NA,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,7,1,0.75,NA,0,1,1,NA
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,8,1,0.5,1,0,1,1,1
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,5,0.5,0.5,0,1,1,1,1
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,0,0,1,0,0,0,0,NA
NA,0,0,NA,Conservative,Conservative,0,36,4,0,5,0.5,0.5,0,0,NA,1,1
1,NA,1,Labour,Plaid Cymru,NA,1,NA,NA,NA,3,0.25,0.75,0,1,0,0,NA
NA,0,0,NA,Conservative,Conservative,1,66,5,0,7,1,0.5,0,0,NA,1,1
1,NA,1,Liberal Democrat,Liberal Democrat,NA,1,NA,NA,NA,3,0.75,0.25,0,1,0,0,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,2,0.5,1,0,1,0,0,NA
1,1,1,Labour,Labour,Labour,0,67,2,0,2,0.75,1,0,0,0,0,0
1,1,1,Labour,Labour,Labour,1,46,5,0,2,0.5,1,0,1,0,0,0
1,1,1,Liberal Democrat,Green Party,Labour,0,72,3,0,4,0.5,0.75,0,1,0,0,0
0,1,0,Conservative,Conservative,Liberal Democrat,0,32,5,0,5,0.75,0.25,0,1,1,1,0
0,0,0,Conservative,Conservative,Conservative,0,NA,NA,NA,5,1,1,0,1,1,1,1
NA,0,0,NA,Conservative,Conservative,0,NA,NA,NA,6,0.25,0.5,1,0,NA,1,1
0,0,0,Conservative,Conservative,Conservative,1,35,5,0,6,0.25,0.75,0,0,1,1,1
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,NA,1,0.75,0,1,1,1,NA
0,1,0,Conservative,Conservative,Labour,1,47,5,0,8,0.75,0.75,0,1,1,1,0
1,0,0,Liberal Democrat,Conservative,Conservative,0,73,2,0,5,1,1,1,0,0,1,1
NA,NA,0,NA,Conservative,NA,0,NA,NA,NA,8,1,NA,1,0,NA,1,NA
1,NA,0,Liberal Democrat,United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,5,0.75,NA,0,0,0,1,NA
0,0,0,Conservative,Conservative,Conservative,0,68,2,0,10,1,0.5,1,0,1,1,1
0,0,0,Conservative,Conservative,Conservative,0,NA,NA,NA,7,1,1,0,0,1,1,1
1,1,0,Liberal Democrat,British National Party (BNP),Liberal Democrat,1,67,3,0,3,1,0.5,0,1,0,1,0
1,1,1,Labour,Labour,Labour,0,NA,NA,NA,4,0.75,0.75,0,1,0,0,0
0,0,0,Conservative,Conservative,Conservative,1,65,1,0,6,1,0.5,1,0,1,1,1
1,0,0,Liberal Democrat,Conservative,Conservative,1,41,4,0,7,1,0.25,0,1,0,1,1
1,1,1,Labour,Labour,Labour,0,NA,NA,NA,4,0.75,1,0,1,0,0,0
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,1,59,3,0,6,1,0.5,0,0,1,1,NA
0,NA,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),NA,0,71,5,0,3,1,1,1,0,1,1,NA
1,1,1,Liberal Democrat,Labour,Labour,0,51,5,0,2,1,0.75,0,1,0,0,0
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,6,0.75,0.5,0,0,1,1,1
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0.5,NA,0,NA,NA,NA
0,0,0,Conservative,Conservative,Conservative,0,75,3,0,8,0.75,0.5,0,0,1,1,1
NA,NA,NA,NA,NA,NA,0,60,2,0,NA,1,NA,0,1,NA,NA,NA
NA,NA,1,NA,Labour,NA,0,NA,NA,NA,2,0.5,0.75,0,1,NA,0,NA
0,0,0,Conservative,Conservative,Conservative,1,58,3,0,7,1,0,1,0,1,1,1
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,8,1,1,1,0,1,1,NA
1,1,1,Labour,Labour,Labour,1,NA,NA,NA,1,1,1,0,0,0,0,0
1,1,1,Liberal Democrat,Labour,Labour,1,59,3,0,5,0.5,1,0,0,0,0,0
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,7,1,0.75,0,0,1,1,NA
NA,NA,NA,NA,NA,NA,0,51,5,0,4,0.5,0.75,0,1,NA,NA,NA
1,1,1,Labour,Labour,Labour,0,39,5,0,2,0.25,1,0,0,0,0,0
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,0,74,1,0,5,1,0.75,1,0,1,1,1
0,0,0,Conservative,Conservative,Conservative,0,NA,NA,NA,5,0.75,0.75,0,1,1,1,1
0,1,0,Conservative,Conservative,Liberal Democrat,1,51,4,0,NA,0.5,0.5,0,0,1,1,0
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,5,1,0.75,1,0,1,1,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,7,0.75,0.25,0,1,1,1,NA
1,1,1,Liberal Democrat,Liberal Democrat,Liberal Democrat,1,47,5,0,3,0,0.75,0,1,0,0,0
0,0,0,Conservative,Conservative,Conservative,1,59,5,0,7,1,0.5,0,1,1,1,1
1,0,0,Labour,Conservative,Conservative,1,40,5,0,7,0.75,0.5,0,1,0,1,1
0,0,0,Conservative,Conservative,Conservative,0,NA,NA,NA,6,1,0.5,1,0,1,1,1
1,1,0,Liberal Democrat,United Kingdom Independence Party (UKIP),Green,1,63,2,0,5,1,0.75,0,1,0,1,0
1,NA,0,Liberal Democrat,United Kingdom Independence Party (UKIP),NA,1,60,3,0,5,1,0.25,0,0,0,1,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,7,1,0.25,0,1,1,1,NA
0,NA,0,Conservative,Conservative,NA,0,NA,NA,NA,8,1,0,1,0,1,1,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,6,0.75,1,0,0,1,1,NA
1,0,0,Liberal Democrat,Conservative,Conservative,1,65,5,0,5,1,0.25,0,1,0,1,1
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,3,0.5,0.75,0,1,0,0,NA
NA,0,1,NA,Green Party,Conservative,1,59,5,0,6,0.75,0.75,0,1,NA,0,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,7,0.5,0.5,0,0,1,1,NA
1,NA,1,Labour,Labour,Scottish National Party (SNP),0,NA,NA,NA,5,0.5,0.75,NA,0,0,0,NA
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,2,0.5,1,0,0,0,0,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,3,0.25,0.75,0,1,0,0,NA
1,1,1,Liberal Democrat,Labour,Liberal Democrat,1,61,5,0,4,0.5,0.75,0,1,0,0,0
1,1,1,Liberal Democrat,Liberal Democrat,Labour,0,NA,NA,NA,3,0.25,0.5,0,0,0,0,0
0,0,0,Conservative,Conservative,Conservative,1,60,1,0,8,1,0.25,0,1,1,1,1
1,1,1,Liberal Democrat,Labour,Labour,1,60,5,0,3,0.5,0.5,0,0,0,0,0
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,8,0.75,0,0,1,1,1,1
1,0,1,Labour,Liberal Democrat,Conservative,1,NA,NA,NA,6,0.5,0.25,0,0,0,0,1
0,0,0,Conservative,Conservative,Conservative,1,51,5,0,8,0.75,0.25,0,1,1,1,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,6,0.5,0.25,0,0,1,1,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,2,0.5,1,0,1,0,0,NA
1,NA,1,Liberal Democrat,Labour,NA,1,NA,NA,NA,4,1,0.25,0,0,0,0,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,8,0.75,0.25,0,0,1,1,NA
0,NA,1,Conservative,Labour,NA,0,NA,NA,NA,7,1,0.5,1,0,1,0,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,NA,0.5,0.75,0,1,0,0,NA
1,NA,1,Liberal Democrat,Liberal Democrat,NA,1,NA,NA,NA,3,0.5,0.5,0,1,0,0,NA
1,1,1,Labour,Labour,Labour,1,48,5,0,4,0.5,0.75,0,1,0,0,0
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,8,1,0.5,1,0,1,1,NA
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,7,1,0.5,1,0,1,1,1
1,NA,1,Labour,Labour,NA,0,NA,NA,NA,NA,0.5,1,0,1,0,0,NA
1,NA,1,Liberal Democrat,Liberal Democrat,NA,1,NA,NA,NA,3,1,0,0,1,0,0,NA
1,NA,1,Liberal Democrat,Labour,NA,1,NA,NA,NA,2,0.5,1,0,0,0,0,NA
0,0,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),Conservative,1,66,5,0,NA,1,0.5,1,0,1,1,1
0,1,0,Conservative,Conservative,Liberal Democrat,1,56,5,0,7,0.25,0.25,0,1,1,1,0
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,4,0.75,0.5,0,1,1,1,NA
0,0,0,Conservative,Conservative,Conservative,1,64,3,0,7,1,0.5,1,0,1,1,1
0,0,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),Conservative,1,72,4,0,7,1,0.25,0,1,1,1,1
1,1,1,Liberal Democrat,Liberal Democrat,Labour,1,61,5,0,3,0.5,0.75,0,1,0,0,0
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,8,1,0,0,1,1,1,NA
1,NA,1,Liberal Democrat,Liberal Democrat,NA,1,64,5,0,2,1,0.75,0,1,0,0,NA
0,NA,1,Conservative,Labour,NA,1,59,4,0,3,0.75,1,0,1,1,0,NA
1,1,1,Liberal Democrat,Liberal Democrat,Liberal Democrat,0,73,5,0,1,0.25,0.75,0,0,0,0,0
1,NA,0,Liberal Democrat,Conservative,NA,1,NA,NA,NA,7,0.5,0.5,0,0,0,1,NA
0,0,0,Conservative,Conservative,Conservative,1,48,5,0,7,0.75,0.25,0,1,1,1,1
1,NA,NA,Liberal Democrat,NA,NA,1,NA,NA,NA,4,0.75,0.25,0,0,0,NA,NA
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,1,68,5,0,8,1,0.25,0,1,1,1,1
1,0,1,Liberal Democrat,Green Party,Conservative,0,NA,NA,NA,2,1,1,0,1,0,0,1
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,1,62,5,0,4,0.75,0.25,0,0,1,1,1
1,NA,1,Liberal Democrat,Liberal Democrat,NA,1,NA,NA,NA,5,0,0.25,0,1,0,0,NA
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,1,NA,NA,NA,9,1,0.25,1,0,1,1,1
0,0,1,Conservative,Labour,Conservative,1,48,3,0,8,0.75,0.75,0,1,1,0,1
0,NA,NA,Conservative,NA,NA,1,NA,NA,NA,7,0.75,0.25,1,0,1,NA,NA
1,0,0,Labour,Conservative,Conservative,1,68,2,0,NA,1,0.25,0,0,0,1,1
0,NA,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,8,0.75,0.25,0,0,1,1,NA
1,0,NA,Liberal Democrat,NA,Conservative,1,68,1,0,5,1,0.25,1,0,0,NA,1
1,1,1,Liberal Democrat,Labour,Liberal Democrat,1,68,5,0,2,0.5,1,0,1,0,0,0
1,NA,1,Liberal Democrat,Labour,NA,1,54,4,0,3,0.75,0.75,0,1,0,0,NA
0,1,0,Conservative,Conservative,Liberal Democrat,1,NA,NA,NA,7,1,NA,1,0,1,1,0
0,0,0,Conservative,Conservative,Conservative,1,59,2,0,7,0,0.5,0,0,1,1,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,9,1,0.25,1,0,1,1,NA
1,NA,1,Green Party,Green Party,NA,1,NA,NA,NA,0,0.5,1,0,0,0,0,NA
0,0,0,Conservative,Conservative,Conservative,0,NA,NA,NA,7,0.75,0.5,0,0,1,1,1
1,1,1,Labour,Labour,Labour,1,70,5,0,2,0.75,0.75,NA,0,0,0,0
1,NA,1,Liberal Democrat,Labour,NA,1,NA,NA,NA,2,0.5,1,0,0,0,0,NA
1,0,1,Liberal Democrat,Liberal Democrat,Conservative,1,58,5,0,4,0.5,0.5,0,1,0,0,1
1,1,1,Labour,Labour,Labour,0,46,5,0,2,0.5,1,0,1,0,0,0
1,1,1,Labour,Labour,Labour,1,47,5,0,1,0.5,1,0,0,0,0,0
1,1,1,Liberal Democrat,Green Party,Labour,1,NA,NA,NA,2,0.25,0.5,0,0,0,0,0
1,NA,1,Liberal Democrat,Labour,NA,1,NA,NA,NA,3,1,0.5,0,0,0,0,NA
1,1,1,Labour,Labour,Labour,0,69,5,0,0,0.5,1,0,0,0,0,0
1,1,1,Labour,Labour,Labour,1,60,3,0,3,0.5,1,0,1,0,0,0
0,0,0,Conservative,Conservative,Conservative,1,62,2,0,5,0.5,0.5,0,1,1,1,1
1,NA,1,Liberal Democrat,Labour,NA,0,NA,NA,NA,3,1,0.75,0,0,0,0,NA
0,0,0,Conservative,Conservative,Conservative,1,73,1,0,8,1,0.5,0,1,1,1,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,8,0.75,0.25,0,0,1,1,NA
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,1,44,5,0,6,0.75,0.25,0,0,1,1,1
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,7,1,0.25,0,1,1,1,1
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,9,1,0.25,0,0,1,1,NA
0,1,0,Conservative,Conservative,Liberal Democrat,1,60,4,0,8,0.5,0.5,NA,0,1,1,0
1,1,1,Labour,Labour,Labour,1,63,5,0,4,0.5,0.5,NA,0,0,0,0
1,1,1,Labour,Labour,Labour,0,NA,NA,NA,5,1,1,1,0,0,0,0
0,0,0,Conservative,Conservative,Conservative,1,56,5,0,8,1,0,0,0,1,1,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,8,1,0.5,0,0,1,1,NA
0,0,0,Conservative,Conservative,Conservative,1,NA,NA,NA,6,1,0.5,0,0,1,1,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,8,1,0.5,0,1,1,1,NA
NA,0,0,NA,United Kingdom Independence Party (UKIP),Conservative,1,NA,NA,NA,7,1,0.5,1,0,NA,1,1
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,1,71,5,0,4,1,0.5,1,0,1,1,1
NA,NA,NA,NA,NA,NA,1,47,3,0,5,0.75,1,0,1,NA,NA,NA
1,NA,1,Liberal Democrat,Labour,NA,1,NA,NA,NA,3,0,0.5,NA,0,0,0,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,7,1,0.25,0,0,1,1,NA
0,1,1,Conservative,Labour,Labour,0,64,5,0,8,1,0.75,1,0,1,0,0
NA,NA,0,NA,Conservative,NA,1,NA,NA,NA,8,1,0.25,0,0,NA,1,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,8,1,0.5,0,0,1,1,NA
1,NA,1,Liberal Democrat,Labour,NA,0,NA,NA,NA,2,0.5,0.75,0,1,0,0,NA
NA,0,0,NA,United Kingdom Independence Party (UKIP),Conservative,0,NA,NA,NA,5,1,1,0,1,NA,1,1
0,0,0,Conservative,Conservative,Conservative,1,61,5,0,9,1,0.5,0,0,1,1,1
NA,0,0,NA,Conservative,Conservative,1,62,5,0,7,1,1,1,0,NA,1,1
0,0,0,Conservative,Conservative,Conservative,1,54,3,0,8,1,0.5,0,1,1,1,1
0,NA,1,Conservative,Labour,NA,1,NA,NA,NA,5,0.75,0.75,0,1,1,0,NA
0,1,0,Conservative,Conservative,Liberal Democrat,1,NA,NA,NA,6,1,0.75,0,0,1,1,0
0,0,0,Conservative,Conservative,Conservative,1,48,3,0,6,1,0.5,0,1,1,1,1
0,0,0,Conservative,Conservative,Conservative,1,60,5,0,8,1,0.25,0,1,1,1,1
1,1,1,Liberal Democrat,Labour,Labour,1,55,5,0,2,0.75,0.75,0,1,0,0,0
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,6,1,0.25,0,0,1,1,NA
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,3,0.75,1,0,1,0,0,NA
0,1,0,Conservative,Conservative,Liberal Democrat,1,72,4,0,7,0.75,0.25,0,1,1,1,0
NA,1,0,NA,United Kingdom Independence Party (UKIP),Liberal Democrat,1,NA,NA,NA,NA,1,1,0,1,NA,1,0
0,NA,0,British National Party (BNP),United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,5,1,0.25,1,0,1,1,NA
NA,NA,0,NA,Conservative,NA,1,NA,NA,NA,7,1,0.75,1,0,NA,1,NA
1,NA,1,Liberal Democrat,Green Party,NA,1,NA,NA,NA,5,0,0.75,0,0,0,0,NA
0,NA,0,United Kingdom Independence Party (UKIP),United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,8,1,0.5,1,0,1,1,NA
1,NA,1,Liberal Democrat,Liberal Democrat,NA,1,NA,NA,NA,2,0.5,0.75,0,1,0,0,NA
1,NA,1,Liberal Democrat,Liberal Democrat,NA,1,NA,NA,NA,2,0.75,0.75,0,0,0,0,NA
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,5,1,0,1,0,1,1,NA
1,1,1,Liberal Democrat,Liberal Democrat,Liberal Democrat,1,NA,NA,NA,5,1,NA,0,1,0,0,0
1,1,1,Liberal Democrat,Liberal Democrat,Liberal Democrat,1,73,5,0,2,0.5,0.75,0,0,0,0,0
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,1,66,3,0,6,1,0.25,NA,0,1,1,1
1,0,1,Liberal Democrat,Labour,Conservative,1,44,5,0,5,1,1,1,0,0,0,1
0,0,0,Conservative,Conservative,Conservative,1,39,3,0,8,1,0.5,0,0,1,1,1
NA,0,0,NA,Conservative,Conservative,1,NA,NA,NA,5,0.75,0.5,0,1,NA,1,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,9,1,0.25,0,1,1,1,NA
1,1,1,Labour,Labour,Labour,0,48,3,0,0,0.25,1,0,0,0,0,0
1,1,1,Liberal Democrat,Liberal Democrat,Labour,1,NA,NA,NA,4,0.5,0.75,0,1,0,0,0
1,1,1,Labour,Labour,Labour,1,68,5,0,1,0.5,0.75,0,1,0,0,0
0,0,0,Conservative,Conservative,Conservative,0,68,3,0,7,0.75,0.25,0,1,1,1,1
1,1,1,Liberal Democrat,Liberal Democrat,Liberal Democrat,1,54,5,0,6,1,0.5,0,1,0,0,0
0,0,0,Conservative,United Kingdom Independence Party (UKIP),Conservative,1,NA,NA,NA,5,1,0.75,1,0,1,1,1
0,NA,0,Conservative,United Kingdom Independence Party (UKIP),NA,1,NA,NA,NA,5,0.75,0.5,0,1,1,1,NA
1,1,1,Green Party,Green Party,Labour,1,NA,NA,NA,0,0,1,0,0,0,0,0
NA,NA,NA,NA,NA,NA,1,69,2,0,5,0.75,0.75,0,0,NA,NA,NA
1,0,0,Liberal Democrat,Conservative,Conservative,1,64,2,0,7,0.75,0.25,0,1,0,1,1
1,NA,1,Labour,Labour,NA,1,NA,NA,NA,4,0.75,0.75,0,1,0,0,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,7,1,0.25,1,0,1,1,NA
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,7,1,0.5,1,0,1,1,NA
0,0,NA,Conservative,NA,Conservative,1,68,3,0,7,1,0.75,0,1,1,NA,1
0,0,0,Conservative,Conservative,Conservative,1,66,5,0,8,0.75,0,0,0,1,1,1
0,NA,0,Conservative,Conservative,NA,1,NA,NA,NA,8,1,NA,0,1,1,1,NA
1,NA,0,Labour,United Kingdom Independence Party (UKIP),NA,0,NA,NA,NA,4,0.75,0.75,0,0,0,1,NA
1,1,1,Liberal Democrat,Labour,Labour,0,56,3,0,4,1,0.75,0,1,0,0,0
0,1,0,Conservative,Conservative,Liberal Democrat,1,NA,NA,NA,7,0.5,0.5,0,1,1,1,0
